URLLength,DomainLength,TLD_known,CharContinuationRate,TLDLegitimateProb,URLCharProb,NoOfSubDomain,url_has_ip,url_has_shortener,url_suspicious_tld,url_dash_count,url_underscore_count,url_subdomain_count,url_path_depth,url_query_length,url_has_secure_words,url_has_banking_words,domain_entropy,domain_vowel_ratio,domain_digit_ratio,domain_has_brand_words,domain_consecutive_consonants,domain_typo_indicators,label
25,18,0,1,7.13E-05,0.073770558,1,0,0,0,0,0,1,0,0,0,0,3.197159723,0.333333333,0,0,3,0,1
30,23,1,0.5625,0.0326503,0.054881645,1,0,0,0,1,0,1,0,0,0,0,3.708132065,0.260869565,0,0,3,0,1
30,24,1,0.6875,0.5229071,0.051936211,2,0,0,0,0,0,2,0,0,0,0,3.740601563,0.291666667,0,0,3,0,0
23,16,1,1,0.0799628,0.067634431,1,0,0,0,0,0,1,0,0,0,0,3.030639062,0.25,0,0,3,0,1
28,21,1,0.615384615,0.5229071,0.063676476,1,0,0,0,1,0,1,0,0,0,0,3.558518613,0.285714286,0,0,3,0,1
24,17,1,1,0.5229071,0.06610125,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.352941176,0,0,3,0,1
22,15,0,1,0.0069695,0.059977801,1,0,0,0,0,0,1,0,0,0,0,3.056564762,0.266666667,0,0,3,0,1
20,14,1,1,0.5229071,0.023062351,1,0,0,0,0,0,1,0,0,0,0,3.039148672,0.071428571,0.428571429,0,3,0,0
33,26,1,1,0.5229071,0.057320242,1,0,0,0,0,0,1,0,0,0,0,3.844106545,0.269230769,0,0,3,0,1
21,5,0,1,0.0001673,0.034255956,0,0,0,0,0,0,0,1,0,0,0,2.321928095,0.2,0,0,2,0,0
34,27,1,1,0.5229071,0.06061167,1,0,0,0,0,0,1,0,0,0,0,3.70804815,0.296296296,0,0,3,0,1
21,14,1,1,0.0384199,0.045251384,0,0,0,0,0,0,0,0,0,0,1,3.182005815,0.214285714,0,0,4,0,0
50,29,0,0.307692308,0.0036375,0.051797393,1,0,0,0,2,0,2,1,0,0,0,4.047299098,0.310344828,0,0,3,0,0
23,16,1,1,0.5229071,0.064683178,1,0,1,0,0,0,1,0,0,0,0,3.327819531,0.25,0,0,3,0,1
33,25,0,0.636363636,0.0001665,0.061640766,1,0,0,0,0,0,1,1,0,0,0,3.315084952,0.32,0,0,4,0,0
26,19,1,1,0.5229071,0.062393409,1,0,0,0,0,0,1,0,0,0,0,3.431623566,0.263157895,0,0,3,0,1
39,32,1,0.92,0.028555,0.065417799,2,0,0,0,0,0,2,0,0,0,0,3.792837797,0.3125,0,0,4,0,1
18,11,0,1,0.0036375,0.051095801,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.272727273,0,0,3,0,1
29,22,1,1,0.5229071,0.068256177,1,0,0,0,0,0,1,0,0,0,0,3.356492414,0.318181818,0,0,3,0,1
24,17,0,1,0.0082003,0.051277866,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.176470588,0,0,3,0,1
45,38,1,0.533333333,0.0799628,0.05526224,1,0,0,0,1,0,1,0,0,0,0,4.113206053,0.315789474,0,0,3,0,1
49,21,1,1,0.5229071,0.043518979,0,0,0,0,0,0,0,1,0,0,0,3.784941827,0.380952381,0,0,3,0,0
29,22,1,1,0.5229071,0.065577815,1,0,0,0,0,0,1,0,0,0,0,3.459431619,0.318181818,0,0,3,0,1
22,14,0,1,9.54E-05,0.049048869,1,0,0,0,0,0,1,1,0,0,0,3.182005815,0.285714286,0,0,3,0,0
36,29,1,1,0.0799628,0.068958362,1,0,0,0,0,0,1,0,0,0,0,3.762310736,0.344827586,0,0,3,0,1
23,16,1,0.777777778,0.028555,0.063963322,2,0,0,0,0,0,2,0,0,0,0,3.108458593,0.3125,0,0,3,0,1
34,25,1,0.80952381,0.5229071,0.045612978,1,0,0,0,1,0,1,1,0,0,0,4.21366069,0.28,0.24,0,4,0,0
20,14,0,1,0.0180132,0.028433442,1,0,0,0,0,0,1,0,0,0,0,2.692380602,0.142857143,0,0,5,0,0
30,23,1,1,0.5229071,0.061285325,1,0,0,0,0,0,1,0,0,0,0,3.642489673,0.304347826,0,0,4,0,1
18,11,0,1,0.0040185,0.051539927,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.181818182,0,0,3,0,1
22,15,1,1,0.5229071,0.072281519,1,0,0,0,0,0,1,0,0,0,0,3.056564762,0.333333333,0,0,3,0,1
21,14,1,1,0.0799628,0.055220412,1,0,0,0,0,0,1,0,0,0,0,3.093069208,0.214285714,0,0,3,0,1
57,16,1,0.583333333,0.5229071,0.061418525,1,0,0,0,0,0,1,3,10,0,0,3.202819531,0.375,0,1,2,0,0
61,15,1,0.545454545,0.0017975,0.056035904,0,0,0,0,1,0,1,3,29,0,0,3.506890596,0.2,0,0,3,0,0
30,23,1,0.875,0.028555,0.056141058,2,0,0,0,0,0,2,0,0,0,0,3.501397825,0.260869565,0,0,3,0,1
29,22,1,0.8,0.028555,0.05893363,2,0,0,0,0,0,2,0,0,0,0,3.629219687,0.227272727,0,0,3,0,1
21,14,1,1,0.5229071,0.057538658,1,0,0,0,0,0,1,0,0,0,0,3.324862958,0.214285714,0,0,3,0,1
25,18,1,1,0.0799628,0.058068921,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.222222222,0,0,3,0,1
20,13,0,0.666666667,0.0004946,0.038375584,1,0,0,0,1,0,1,0,0,0,0,2.87314068,0.076923077,0,0,3,0,1
23,17,1,0.777777778,0.5229071,0.031976168,2,0,0,0,0,0,2,0,0,0,0,3.175123135,0.058823529,0.058823529,0,5,0,0
22,15,1,1,0.5229071,0.047817463,1,0,0,0,0,0,1,0,0,0,0,3.106890596,0.133333333,0,0,5,0,1
24,17,1,1,0.5229071,0.068102814,1,0,0,0,0,0,1,0,0,0,0,3.337175341,0.235294118,0,0,3,0,1
26,19,1,1,0.0799628,0.057648945,1,0,0,0,0,0,1,0,0,0,0,3.536886724,0.157894737,0,0,6,0,1
22,16,1,1,0.0799628,0.054736232,1,0,0,0,0,0,1,0,0,0,0,3.202819531,0.1875,0,0,6,0,0
38,31,1,0.391304348,0.5229071,0.061181909,1,0,0,0,2,0,1,0,0,0,0,3.756795811,0.322580645,0,0,3,0,1
27,20,1,1,0.0384199,0.063306087,1,0,0,0,0,0,1,0,0,0,0,3.38418372,0.35,0,0,3,0,1
21,14,1,0.571428571,0.028555,0.059586179,2,0,0,0,0,0,2,0,0,0,0,2.985228136,0.142857143,0,0,3,0,1
22,15,1,1,0.5229071,0.061641839,1,0,0,0,0,0,1,0,0,0,0,2.840223929,0.133333333,0,0,4,0,1
25,18,0,1,0.0003718,0.056575992,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.333333333,0,0,3,0,1
23,16,1,1,0.5229071,0.071137003,1,0,0,0,0,0,1,0,0,0,0,2.858458593,0.3125,0,0,3,0,1
22,15,0,1,0.0033189,0.058162188,1,0,0,0,0,0,1,0,0,0,0,3.006238929,0.266666667,0,0,3,0,1
22,15,1,1,0.5229071,0.064111627,1,0,0,0,0,0,1,0,0,0,0,3.006238929,0.266666667,0,0,3,0,1
21,14,0,1,0.0050842,0.053917422,1,0,0,0,0,0,1,0,0,0,0,2.842370993,0.285714286,0,0,3,0,1
26,20,1,1,0.5229071,0.055170635,1,0,1,0,0,0,1,0,0,0,0,3.48418372,0.25,0,0,3,0,0
26,19,0,1,0.0082003,0.057941606,1,0,0,0,0,0,1,0,0,0,0,3.431623566,0.263157895,0,0,3,0,1
25,18,1,0.818181818,0.0045585,0.060547209,2,0,0,0,0,0,2,0,0,0,0,3.26633264,0.333333333,0,0,3,0,1
22,15,1,1,0.0326503,0.050779062,1,0,0,0,0,0,1,0,0,0,0,3.106890596,0.266666667,0,0,3,0,1
32,26,1,1,0.5229071,0.057427187,1,0,0,0,0,0,1,0,0,0,0,3.51755943,0.192307692,0,0,6,0,0
36,29,1,1,0.5229071,0.060380822,1,0,0,0,0,0,1,0,0,0,0,3.978333581,0.310344828,0,0,3,0,1
39,31,1,0.481481481,0.5229071,0.049443547,1,0,0,0,1,0,1,1,0,0,0,4.106949133,0.290322581,0.129032258,0,2,0,0
24,18,0,1,0.0033218,0.045446993,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.166666667,0,0,3,0,0
23,16,0,0.666666667,0.0001858,0.04435923,1,0,0,1,1,0,1,0,0,0,0,3.25,0.125,0,0,3,0,0
20,13,1,1,0.5229071,0.065070786,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.153846154,0,0,3,0,1
24,18,1,1,0.0384199,0.065194665,1,0,0,0,0,0,1,0,0,0,0,3.46132014,0.277777778,0,0,3,0,0
50,11,0,1,0.0012193,0.049762301,0,0,0,0,1,0,2,3,0,0,0,3.095795255,0.272727273,0,0,2,0,0
22,16,1,1,0.0017975,0.020621599,1,0,0,0,0,0,1,0,0,0,0,3.202819531,0.0625,0,0,8,0,0
27,18,0,0.642857143,0.0009613,0.032723542,1,0,0,0,0,0,1,1,0,0,0,3.46132014,0.222222222,0.111111111,0,2,0,0
25,18,1,1,0.5229071,0.054224628,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.166666667,0,0,5,0,1
26,18,0,0.642857143,0.0009613,0.040385952,1,0,0,0,0,0,1,1,0,0,0,3.572431251,0.277777778,0.111111111,0,2,0,0
23,16,0,1,0.0002256,0.059592498,0,0,0,1,0,0,0,1,0,0,0,3.02439747,0.375,0,0,3,0,0
18,11,0,1,0.0129268,0.054801824,1,0,0,0,0,0,1,0,0,0,0,2.368522528,0.363636364,0,0,3,0,1
22,16,1,1,0.0384199,0.050824222,1,0,0,0,0,0,1,0,0,0,0,3.202819531,0.1875,0,0,3,0,0
15,9,0,1,8.20E-06,0.045795347,1,0,0,0,0,0,1,0,0,0,0,2.419381946,0.333333333,0,0,3,0,0
30,23,1,0.533333333,0.0799628,0.067801225,1,0,0,0,1,0,1,0,0,0,0,3.46857663,0.217391304,0,0,3,0,1
20,13,1,1,0.0799628,0.058958032,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,4,0,1
22,15,1,1,0.5229071,0.056536111,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.133333333,0,0,3,0,1
69,62,1,0.189655172,0.5229071,0.021653568,1,0,0,0,0,0,1,1,0,0,0,3.944464715,0.129032258,0.564516129,0,3,0,0
27,20,1,1,0.5229071,0.058797723,1,0,0,0,0,0,1,0,0,0,0,3.446439345,0.25,0,0,3,0,0
29,22,1,1,0.0384199,0.067373665,1,0,0,0,0,0,1,0,0,0,0,3.299896391,0.272727273,0,0,3,0,1
31,10,1,1,0.0384199,0.047046829,0,0,0,0,1,0,0,2,0,0,0,2.921928095,0.2,0.3,0,1,0,0
34,25,1,0.80952381,0.5229071,0.045706591,1,0,0,0,1,0,1,1,0,0,0,4.05366069,0.28,0.24,0,4,0,0
35,28,1,0.857142857,0.028555,0.05660261,2,0,0,0,0,0,2,0,0,0,0,3.780394654,0.285714286,0,0,3,0,1
25,18,1,1,0.0799628,0.055866062,1,0,0,0,0,0,1,0,0,0,0,3.155221529,0.333333333,0,0,3,0,1
24,18,0,1,0.012178,0.068036786,1,0,0,0,0,0,1,0,0,0,0,3.419381946,0.388888889,0,0,3,0,0
23,17,1,0.777777778,0.5229071,0.042303137,2,0,0,0,0,0,2,0,0,0,0,3.101881223,0.117647059,0.058823529,0,4,0,0
39,31,0,0.642857143,0.0033218,0.048515132,2,0,0,0,0,0,2,0,0,0,0,4.091135423,0.225806452,0.129032258,0,3,0,0
32,25,1,0.705882353,0.5229071,0.060099704,1,0,0,0,1,0,1,0,0,0,0,3.68385619,0.24,0,0,3,0,1
34,27,1,0.6,0.028555,0.049637259,3,0,0,0,0,0,3,0,0,0,0,3.633974076,0.148148148,0,0,4,0,1
29,22,1,1,0.0799628,0.030848534,2,0,0,0,0,0,2,0,0,0,0,3.754441846,0.136363636,0.318181818,0,3,0,0
33,26,1,0.666666667,0.5229071,0.064001309,1,0,0,0,1,0,1,0,0,0,0,3.632192122,0.230769231,0,0,4,0,1
26,19,0,0.833333333,0.0018398,0.053461181,2,0,0,0,0,0,2,0,0,0,0,3.642149882,0.263157895,0,0,3,0,1
26,20,0,0.615384615,0.0001306,0.054390234,1,0,0,1,1,0,1,0,0,0,0,3.40869497,0.25,0,0,3,0,0
27,20,1,0.583333333,0.5229071,0.062405203,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.25,0.05,0,3,0,1
28,21,1,1,0.0384199,0.064881767,1,0,0,0,0,0,1,0,0,0,0,3.463280518,0.285714286,0,0,3,0,1
25,18,0,1,0.0027596,0.052051022,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.388888889,0,0,3,0,1
31,24,0,0.529411765,0.0230451,0.059466315,3,0,0,0,1,0,3,0,0,0,0,3.636842188,0.291666667,0,0,3,0,1
29,22,1,0.8,0.0100856,0.068060259,2,0,0,0,0,0,2,0,0,0,0,3.572623664,0.318181818,0,0,3,0,1
25,18,1,1,0.5229071,0.062913509,1,0,0,0,0,0,1,0,0,0,0,3.281036113,0.277777778,0,0,3,0,1
34,25,1,0.619047619,0.5229071,0.046627345,1,0,0,0,0,0,1,1,0,0,0,4.24385619,0.24,0.04,0,4,0,0
23,16,0,1,0.0082003,0.051500956,1,0,0,0,0,0,1,0,0,0,0,3.577819531,0.25,0,0,3,0,1
30,23,1,1,0.5229071,0.063290147,1,0,0,0,0,0,1,0,0,0,0,3.480083695,0.347826087,0,0,3,0,1
30,23,1,1,0.0033282,0.062633985,1,0,0,0,0,0,1,0,0,0,0,3.762267391,0.347826087,0,0,3,0,1
28,21,1,1,0.5229071,0.067775247,1,0,0,0,0,0,1,0,0,0,0,3.499227542,0.285714286,0,0,3,0,1
25,18,1,1,0.5229071,0.063194261,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.277777778,0,0,3,0,1
25,18,1,1,0.5229071,0.061201136,1,0,0,0,0,0,1,0,0,0,0,3.46132014,0.277777778,0,0,3,0,1
45,36,0,0.8125,0.001502,0.03762569,1,0,0,0,1,0,1,1,0,0,0,4.06965721,0.25,0.305555556,0,2,0,0
51,29,1,0.5,0.0059772,0.044934176,2,0,0,0,0,0,3,2,0,0,0,4.047299098,0.275862069,0.068965517,0,3,0,0
31,24,1,0.647058824,0.0045585,0.054094767,3,0,0,0,0,0,3,0,0,0,0,3.720175521,0.208333333,0,0,3,0,1
37,30,0,0.434782609,0.0230451,0.051602931,3,0,0,0,0,0,3,0,0,0,0,3.498068512,0.3,0,0,3,0,1
40,17,1,1,0.5229071,0.063249516,0,0,0,0,0,0,0,3,0,1,0,3.4548224,0.411764706,0,0,2,0,0
25,18,1,1,0.5229071,0.068500097,1,0,0,0,0,0,1,0,0,0,0,3.086048612,0.333333333,0,0,3,0,0
25,18,1,1,0.5229071,0.067687336,1,0,0,0,0,0,1,0,0,0,0,3.350209029,0.333333333,0,0,3,0,1
31,24,1,1,0.5229071,0.068905396,1,0,0,0,0,0,1,0,0,0,0,3.605388542,0.375,0,0,3,0,1
25,18,0,1,0.0082003,0.061114548,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.277777778,0,0,3,0,1
30,23,1,1,0.5229071,0.062071218,1,0,1,0,0,0,1,0,0,0,0,3.501397825,0.260869565,0,0,3,0,0
20,13,1,1,0.5229071,0.075339308,1,0,0,0,0,0,1,0,0,0,0,2.661226256,0.230769231,0,0,3,0,1
31,24,1,1,0.5229071,0.062435996,1,0,0,0,0,0,1,0,0,0,0,3.605388542,0.25,0,0,3,0,1
18,11,1,1,0.0045585,0.060653823,1,0,0,0,0,0,1,0,0,0,0,2.663532755,0.272727273,0,0,3,0,1
20,14,0,0.571428571,0.0027596,0.044956462,1,0,0,0,0,0,1,0,0,0,0,3.093069208,0.214285714,0.071428571,0,3,0,0
32,25,1,0.611111111,0.028555,0.052350363,2,0,0,0,1,0,2,0,0,0,0,3.86346519,0.24,0,0,3,0,1
26,19,1,0.636363636,0.5229071,0.064092039,1,0,0,0,1,0,1,0,0,0,0,3.536886724,0.263157895,0,0,3,0,1
21,14,1,1,0.0059772,0.070368734,1,0,0,0,0,0,1,0,0,0,0,3.039148672,0.357142857,0,0,3,0,1
17,10,1,1,0.0101825,0.042796949,1,0,0,0,0,0,1,0,0,0,0,2.321928095,0.2,0,0,3,0,1
27,20,1,1,0.0799628,0.061452375,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.3,0,0,3,0,1
28,21,1,1,0.5229071,0.06249565,1,0,0,0,0,0,1,0,0,0,0,3.558518613,0.333333333,0,0,4,0,1
23,16,1,1,0.5229071,0.062840369,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.3125,0,0,3,0,1
24,17,1,1,0.5229071,0.059250789,1,0,0,0,0,0,1,0,0,0,0,3.572469459,0.294117647,0,0,3,0,1
30,23,1,1,0.5229071,0.058938433,1,0,0,0,0,0,1,0,0,0,0,3.762267391,0.347826087,0,0,3,0,1
20,13,1,1,0.0799628,0.067529133,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,1
27,20,1,1,0.5229071,0.071446505,1,0,0,0,0,0,1,0,0,0,0,3.446439345,0.35,0,0,3,0,1
26,19,1,1,0.5229071,0.064374416,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.315789474,0,0,3,0,1
21,14,1,0.833333333,0.5229071,0.049300364,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.071428571,0.071428571,0,4,0,1
24,17,1,0.7,0.028555,0.038242479,2,0,0,0,0,0,2,0,0,0,0,3.219528282,0.058823529,0,0,6,0,1
30,23,0,1,0.0040185,0.061991496,1,0,0,0,0,0,1,0,0,0,0,3.588354347,0.391304348,0,0,3,0,1
22,15,1,1,0.5229071,0.063982455,1,0,0,0,0,0,1,0,0,0,0,3.456564762,0.333333333,0,0,3,0,1
21,14,1,1,0.0799628,0.060782284,1,0,0,0,0,0,1,0,0,0,0,3.324862958,0.214285714,0,0,3,0,1
26,19,1,1,0.0059772,0.061555137,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.368421053,0,0,3,0,1
23,16,1,1,0.5229071,0.062952273,1,0,1,0,0,0,1,0,0,0,0,3.327819531,0.1875,0,0,4,0,1
26,18,0,0.714285714,0.001502,0.021744467,1,0,0,0,1,0,1,1,0,0,0,3.572431251,0.111111111,0.277777778,0,4,0,0
34,26,1,0.652173913,0.0059772,0.056938171,2,0,0,0,0,0,2,0,0,0,0,3.767183468,0.346153846,0,0,2,0,0
22,15,0,1,5.30E-05,0.04534618,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.2,0,0,4,0,0
28,21,1,0.785714286,0.0100856,0.059127695,2,0,0,0,0,0,2,0,0,0,0,3.617809684,0.285714286,0,0,4,0,1
18,12,0,1,0.0002256,0.044247661,1,0,0,1,0,0,1,0,0,0,0,3.022055209,0.166666667,0,0,3,0,0
27,20,1,0.583333333,0.0002984,0.036115706,3,0,0,0,0,0,3,0,0,0,0,3.221928095,0.15,0.15,0,3,0,1
37,30,1,1,0.5229071,0.06758343,1,0,0,0,0,0,1,0,0,0,0,3.548394346,0.333333333,0,0,3,0,1
34,28,1,0.7,0.5229071,0.065475066,1,0,0,0,1,0,1,0,0,0,0,3.695947226,0.321428571,0,0,3,0,0
32,25,1,1,0.5229071,0.065153187,1,0,0,0,0,0,1,0,0,0,0,3.86346519,0.36,0,0,3,0,1
40,34,1,0.576923077,0.5229071,0.031116784,1,0,0,0,0,0,1,0,0,0,0,4.152920562,0.117647059,0.294117647,0,10,0,0
22,16,1,1,0.0045585,0.047746302,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.25,0,0,3,0,0
24,17,1,1,0.5229071,0.055505011,1,0,0,0,0,0,1,0,0,0,0,3.381580488,0.176470588,0,0,3,0,1
30,23,1,1,0.0101825,0.06833054,1,0,0,0,0,0,1,0,0,0,0,3.029452044,0.391304348,0,0,3,0,1
20,13,1,1,0.5229071,0.055209078,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,1
92,24,0,0.55,0.0002052,0.039516438,1,0,0,0,6,0,2,3,0,0,0,3.751629167,0.375,0,0,3,0,0
28,21,1,0.692307692,0.0115013,0.048531237,2,0,0,0,0,0,2,0,0,0,0,3.463280518,0.238095238,0,0,4,0,1
25,18,1,0.8,0.5229071,0.058240666,1,0,0,0,1,0,1,0,0,0,0,3.683542362,0.222222222,0,0,3,0,1
38,30,1,0.461538462,0.5229071,0.059364853,1,0,0,0,1,0,1,1,0,0,0,3.723231429,0.366666667,0,0,2,0,0
28,21,1,0.692307692,0.0799628,0.068688581,2,0,0,0,0,0,2,0,0,0,0,3.39138647,0.380952381,0,0,3,0,1
29,22,1,1,0.5229071,0.062848558,1,0,0,0,0,0,1,0,0,0,0,3.459431619,0.272727273,0,0,3,0,1
45,37,0,0.806451613,0.0003175,0.061124815,0,0,0,0,1,0,0,1,0,0,0,3.857045257,0.351351351,0,0,6,0,0
21,14,0,1,0.0017496,0.03732818,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.214285714,0.071428571,0,3,0,0
27,20,1,1,0.5229071,0.065674573,1,0,0,0,0,0,1,0,0,0,0,3.446439345,0.2,0,0,4,0,1
26,19,1,1,0.0799628,0.062902805,1,0,0,0,0,0,1,0,0,0,0,3.471354487,0.210526316,0,0,3,0,1
28,19,0,0.666666667,0.001502,0.032976982,1,0,0,0,0,0,1,1,0,0,0,3.576617645,0.210526316,0.210526316,0,3,0,0
38,31,1,1,0.0799628,0.055737178,1,0,0,0,0,0,1,0,0,0,0,3.937751955,0.258064516,0,0,4,0,1
27,20,1,1,0.5229071,0.054206905,1,0,0,0,0,0,1,0,0,0,0,3.78418372,0.15,0,0,4,0,1
21,14,1,1,0.0799628,0.062220006,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.214285714,0,0,3,0,1
26,20,0,0.545454545,0.0003718,0.055596528,2,0,0,0,0,0,2,0,0,0,0,3.446439345,0.2,0,0,5,0,0
20,13,0,1,0.0056158,0.072736152,1,0,0,0,0,0,1,0,0,0,0,2.661226256,0.384615385,0,0,3,0,1
35,27,1,0.52173913,0.5229071,0.055592541,1,0,0,0,0,0,1,1,0,0,0,4.032303243,0.333333333,0,0,3,0,0
21,14,1,0.666666667,0.0799628,0.058959971,1,0,0,0,1,0,1,0,0,0,0,3.182005815,0.142857143,0,0,3,0,1
26,20,1,1,0.5229071,0.06288826,1,0,0,0,0,0,1,0,0,0,0,3.48418372,0.2,0,0,3,0,0
27,20,1,1,0.5229071,0.058040763,1,0,0,1,0,0,1,0,0,0,0,3.546439345,0.3,0,0,3,0,1
22,16,1,0.75,0.5229071,0.045575983,2,0,0,0,0,0,2,0,0,0,0,3.077819531,0.0625,0,0,5,0,0
26,20,0,1,0.0002752,0.052911562,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.25,0,0,3,0,0
25,18,1,1,0.0799628,0.066433721,1,0,0,0,0,0,1,0,0,0,0,3.127986807,0.277777778,0,0,3,0,1
34,27,1,1,0.5229071,0.059207907,1,0,0,0,0,0,1,0,0,0,0,3.958229169,0.296296296,0,0,4,0,1
25,18,1,1,0.0017975,0.055540627,1,0,0,0,0,0,1,0,0,0,0,3.530493057,0.277777778,0,0,3,0,0
55,47,1,0.227272727,0.0059772,0.030297818,2,0,0,0,4,0,2,0,0,0,0,4.179499692,0.170212766,0.425531915,0,3,0,0
25,18,0,1,0.0002355,0.05608866,1,0,0,0,0,0,1,0,0,0,0,3.05881389,0.333333333,0,0,3,0,1
21,14,1,1,0.0799628,0.061284346,1,0,0,0,0,0,1,0,0,0,0,3.039148672,0.142857143,0,0,5,0,1
22,16,1,1,0.0384199,0.061001779,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.25,0,0,4,0,0
45,4,0,1,2.47E-05,0.061290907,0,0,0,0,2,0,0,1,27,0,0,2,0,0,0,2,0,0
24,12,0,1,0.0008962,0.056209014,0,0,0,0,0,0,0,1,0,0,0,3.084962501,0.333333333,0,0,3,0,0
27,20,1,1,0.5229071,0.067171691,1,0,0,0,0,0,1,0,0,0,0,3.546439345,0.35,0,0,3,0,1
25,18,1,1,0.5229071,0.058625734,1,0,0,0,0,0,1,0,0,0,0,2.96938942,0.277777778,0,0,3,0,1
30,24,1,1,0.5229071,0.064385369,1,0,0,0,0,0,1,0,0,0,0,3.688721876,0.291666667,0,0,3,0,0
26,19,0,0.75,0.0141483,0.059808532,2,0,0,0,0,0,2,0,0,0,0,3.181366329,0.210526316,0,0,3,0,1
33,26,1,1,0.5229071,0.060111055,1,0,0,0,0,0,1,0,0,0,0,3.74832866,0.307692308,0,0,4,0,1
38,13,0,1,0.0180132,0.06112434,1,0,0,0,0,0,1,3,0,0,0,2.87314068,0.307692308,0,0,3,0,0
24,17,1,1,0.0045585,0.051189238,1,0,0,0,0,0,1,0,0,0,0,3.572469459,0.235294118,0,0,3,0,0
31,24,1,1,0.0799628,0.055259688,1,0,0,0,0,0,1,0,0,0,0,3.772055209,0.25,0,0,4,0,1
23,16,1,1,0.0059772,0.056648704,1,0,0,0,0,0,1,0,0,0,0,3.125,0.25,0,0,3,0,1
20,14,1,1,0.5229071,0.048174427,1,0,0,0,0,0,1,0,0,0,0,3.324862958,0.214285714,0,0,3,0,0
33,26,1,0.842105263,0.028555,0.056098945,2,0,0,0,0,0,2,0,0,0,0,3.767183468,0.307692308,0,0,3,0,1
21,15,1,1,0.5229071,0.065746783,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.2,0,0,3,0,0
20,13,0,1,0.0022943,0.034867774,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.076923077,0,0,4,0,1
29,22,1,1,0.0799628,0.06733565,1,0,0,0,0,0,1,0,0,0,0,3.572623664,0.363636364,0,0,3,0,1
19,12,1,1,0.5229071,0.043731284,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.083333333,0,0,4,0,1
26,20,0,0.769230769,0.0094423,0.061751593,2,0,0,0,0,0,2,0,0,0,0,3.446439345,0.25,0,0,3,0,0
30,23,1,1,0.5229071,0.060095819,1,0,0,0,0,0,1,0,0,0,0,3.795088586,0.260869565,0,0,4,0,1
30,16,0,1,0.000386,0.044777392,0,0,0,1,0,0,0,1,0,0,0,3.452819531,0.25,0,0,3,0,0
22,16,0,1,0.0129268,0.069552818,1,0,0,0,0,0,1,0,0,0,0,2.952819531,0.375,0,0,3,0,0
23,17,0,0.75,0.0002548,0.057641105,1,0,0,0,1,0,1,0,0,0,0,3.4548224,0.294117647,0,0,3,0,0
24,17,1,1,0.5229071,0.053522504,1,0,0,0,0,0,1,0,0,0,0,3.219528282,0.294117647,0,0,3,0,1
34,26,0,0.363636364,0.001502,0.053229107,1,0,0,0,2,0,1,1,0,0,0,3.979097891,0.307692308,0.038461538,0,2,0,0
23,16,0,1,0.0180132,0.046190303,1,0,0,0,0,0,1,0,0,0,0,3.155639062,0.375,0,0,3,0,1
22,15,0,0.625,0.0019933,0.057443244,2,0,0,0,0,0,2,0,0,0,0,3.139572262,0.133333333,0,0,3,0,1
25,18,1,1,0.5229071,0.053379401,1,0,0,0,0,0,1,0,0,0,1,3.572431251,0.166666667,0,0,4,0,1
43,18,1,0.571428571,0.5229071,0.060091085,0,0,0,0,1,0,1,2,0,1,0,3.46132014,0.333333333,0,0,2,0,0
33,25,1,0.80952381,0.5229071,0.044018593,1,0,0,0,1,0,1,1,0,0,0,4.10346519,0.24,0.24,0,4,0,0
20,13,1,1,0.5229071,0.062764403,1,0,0,0,0,0,1,0,0,0,0,2.777362795,0.153846154,0,0,3,0,1
29,22,1,0.571428571,0.5229071,0.064737788,1,0,1,0,1,0,1,0,0,0,0,3.538310596,0.318181818,0,0,3,0,1
