HasDescription,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef,title_has_suspicious_words,title_has_numbers,title_word_count,title_char_count,title_exclamation_count,title_question_count,suspicious_score,label
1,1,1,1,0,1,0,0,1,6,11,18,44,55,0,0,1,5,0,0,5,1
0,1,1,1,1,1,1,0,1,54,18,34,513,569,0,0,1,15,0,0,27,1
1,1,1,1,0,0,0,0,1,148,10,14,372,391,0,1,1,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,30,7,9,134,140,0,0,1,10,0,0,0,1
0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,67,0,0,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
1,1,1,1,1,1,1,0,1,22,14,18,292,253,0,0,1,20,0,0,0,1
1,1,0,0,0,0,0,0,1,30,7,24,66,76,0,0,1,13,0,0,5,1
0,0,0,1,0,0,0,0,1,10,1,6,21,4,0,0,1,26,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
1,1,0,0,0,0,0,0,1,57,9,11,50,17,0,0,1,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,1,20,0,0,0,0
1,1,0,0,0,0,0,0,0,10,1,8,20,23,0,0,1,11,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
1,1,1,1,0,0,0,0,1,48,1,10,130,146,0,0,1,12,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,40,0,0,0,0
0,0,1,0,1,1,1,0,0,0,5,6,0,0,1,1,1,76,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,1,116,21,10,181,195,0,0,1,8,0,0,4,1
1,0,0,0,0,0,0,0,1,5,2,5,13,12,0,0,1,5,0,0,0,1
1,1,0,0,0,0,0,0,1,4,3,0,15,10,0,0,1,11,0,0,0,1
1,1,1,1,0,0,0,1,0,35,8,20,75,82,0,0,1,17,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0
1,1,1,1,1,1,1,0,1,28,9,30,73,20,0,1,1,8,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0
1,0,1,1,1,1,1,0,1,9,10,6,26,87,0,0,1,22,0,0,0,1
1,1,1,0,0,0,0,0,1,31,1,3,156,9,0,0,1,10,0,0,0,1
1,1,0,1,0,0,0,0,1,44,5,18,161,159,0,0,1,8,0,0,3,1
0,1,1,1,0,0,0,0,1,27,63,48,151,157,0,0,1,13,0,0,1,1
0,1,1,0,0,0,0,0,1,17,19,37,310,300,0,0,1,6,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,1,0,0,1,9,4,6,0,23,0,0,1,9,0,0,4,1
0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,34,0,0,0,0
1,1,0,1,0,0,0,0,0,9,13,19,57,21,0,0,1,19,0,0,0,1
0,1,1,1,0,0,0,0,1,99,1,3,352,38,0,0,1,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
1,1,1,0,0,0,0,0,1,25,1,1,4,17,0,0,1,7,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,28,23,36,75,73,0,0,1,14,0,0,3,1
1,1,1,1,0,1,1,0,1,35,17,20,233,236,0,0,1,14,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
1,1,0,0,0,1,0,0,1,36,6,9,153,10,0,0,1,8,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,28,0,0,0,0
1,1,1,1,0,0,0,0,1,48,8,51,66,57,0,0,1,5,0,0,0,1
1,1,0,0,0,0,0,0,1,4,1,5,106,5,0,0,1,6,0,0,0,1
0,1,1,0,0,1,0,0,0,7,2,2,36,14,0,0,1,13,0,0,0,1
1,1,1,1,0,0,1,0,1,18,4,19,31,8,0,0,1,11,0,0,3,1
1,0,1,0,0,0,1,0,1,15,3,12,38,47,0,0,1,9,0,0,2,1
1,1,0,1,0,0,0,0,1,44,27,43,128,130,0,0,1,15,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
1,0,1,0,1,0,0,0,1,13,4,6,18,1,0,0,1,7,0,0,0,1
1,1,0,1,0,0,0,0,1,23,14,18,38,11,0,0,1,10,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,1,1,0,0,0,1,0,1,42,11,37,164,146,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,15,0,0,0,0
0,1,1,1,0,0,1,0,0,2,0,1,2,8,0,0,1,11,0,0,0,1
1,1,1,1,0,1,0,0,1,33,40,43,144,165,0,0,1,23,0,0,1,1
0,1,0,0,0,0,0,0,1,17,2,5,8,37,0,0,1,12,0,0,0,1
1,1,0,0,0,0,0,0,1,3,3,4,0,20,0,0,1,6,0,0,0,1
1,1,1,1,1,0,1,0,1,23,4,18,41,4,0,0,1,5,0,0,5,1
1,0,0,1,0,0,0,0,1,7,7,7,50,44,0,0,1,16,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
1,1,1,0,0,0,0,0,1,19,1,13,174,150,0,0,1,5,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,1,0,1,15,3,6,79,74,0,0,1,20,0,0,1,1
1,1,1,1,0,0,0,0,1,71,11,15,2,38,0,0,1,10,0,0,6,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0
1,1,0,0,0,0,1,0,0,13,4,1,3,10,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,13,3,8,57,3,0,0,1,10,0,0,0,1
1,1,1,1,0,0,0,0,1,45,10,19,87,110,0,0,1,11,0,0,0,1
0,1,0,1,1,0,0,0,1,63,48,86,174,188,0,0,1,10,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,62,0,0,0,0
1,0,1,1,0,0,0,0,1,3,0,9,25,26,0,0,1,15,0,0,1,1
1,1,1,1,0,0,1,0,1,63,40,33,280,283,0,0,1,16,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,0,1,0,0,1,32,15,30,152,172,0,0,1,9,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,34,0,0,0,0
0,1,0,1,0,0,0,0,1,11,2,8,13,15,0,0,1,7,0,0,0,1
0,1,1,1,0,0,0,0,0,25,12,14,47,50,0,0,1,8,0,0,1,1
1,1,1,1,1,1,1,0,1,96,9,26,126,21,0,1,1,8,0,0,21,1
0,1,1,1,0,0,1,0,1,55,1,5,297,273,0,0,1,15,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,8,14,21,40,46,0,0,1,16,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,28,0,0,0,0
1,1,1,1,1,1,1,0,1,24,3,22,85,13,0,0,1,18,0,0,19,1
1,1,1,1,0,0,0,0,1,57,5,18,199,204,0,0,1,7,0,0,1,1
0,1,0,0,0,0,1,0,0,32,3,15,4,21,0,0,1,12,0,0,1,1
1,0,1,1,1,0,1,0,1,42,33,45,74,70,0,0,1,6,0,0,0,1
1,1,1,1,0,0,1,0,0,46,3,17,87,60,0,0,1,17,0,0,3,1
1,1,1,1,0,0,0,0,1,22,3,4,165,185,0,0,1,12,0,0,0,1
1,1,1,0,0,0,0,0,1,16,2,7,150,15,0,0,1,9,0,0,1,1
1,1,1,1,0,0,0,0,1,22,7,20,65,70,0,0,1,10,0,0,1,1
1,1,1,0,0,0,0,0,1,27,5,19,80,76,0,0,1,7,0,0,1,1
1,1,0,0,0,0,0,0,0,17,1,5,46,17,0,0,1,10,0,0,0,1
0,1,1,1,0,1,1,1,0,5,5,16,632,638,0,0,1,19,0,0,0,1
1,1,1,1,1,0,0,0,1,71,25,24,237,244,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0,15,2,20,229,17,0,0,1,11,0,0,1,1
0,0,0,0,0,0,0,0,1,9,12,23,34,38,0,0,1,11,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,0,1,41,1,7,49,36,0,0,1,11,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,0
0,1,1,1,0,0,0,0,0,14,1,15,485,51,0,0,1,2,0,0,2,1
0,0,1,0,1,0,0,0,0,2,1,4,0,2,0,0,1,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
1,1,1,0,0,0,0,0,1,27,4,9,74,23,0,0,1,19,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0
1,1,1,1,0,0,1,0,1,74,10,11,203,30,0,0,1,8,0,0,2,1
0,1,0,0,0,1,0,0,1,7,7,6,17,18,0,0,1,12,0,0,2,1
1,0,0,0,0,0,0,0,1,21,3,10,16,8,0,0,1,14,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,17,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
1,1,1,0,0,0,0,0,1,18,2,11,50,54,0,0,1,10,0,0,1,1
1,1,1,0,0,0,1,0,1,89,2,12,444,14,0,0,1,16,0,0,0,1
0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,1,1,24,0,0,0,0
1,1,1,0,0,0,0,0,1,29,1,24,137,9,0,0,1,15,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,31,0,0,0,0
1,0,0,0,0,0,0,0,1,16,4,15,108,107,0,0,1,12,0,0,0,1
0,1,1,0,0,0,0,0,1,6,5,2,68,38,0,0,1,8,0,0,0,1
1,1,1,1,0,0,0,0,0,29,8,12,323,328,0,0,1,6,0,0,1,1
0,1,1,1,0,0,0,0,1,38,16,13,79,47,0,0,1,7,0,0,4,1
1,1,0,0,0,0,0,0,0,8,1,5,7,0,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,2,7,0,2,0,1,1,49,1,0,0,0
0,1,0,0,0,1,0,0,1,20,5,5,795,142,0,0,1,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,0,0,0
1,1,1,1,0,1,1,1,1,24,19,27,81,89,0,0,1,11,0,0,0,1
0,1,0,0,0,0,0,0,1,40,3,10,112,45,0,0,1,8,0,0,3,1
1,1,0,0,0,0,0,0,1,11,17,20,81,86,0,0,1,10,0,0,0,1
1,0,0,0,0,0,0,0,1,18,16,23,246,192,0,0,1,8,0,0,2,1
0,0,1,1,0,0,0,0,1,27,5,7,56,9,0,0,1,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0,1,44,0,0,0,0
0,0,0,0,1,0,0,0,0,1,2,10,0,2,0,1,1,67,0,0,0,0
1,1,1,1,0,1,0,0,1,46,5,15,49,17,0,0,1,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0
0,1,0,1,0,0,0,0,0,20,7,8,13,19,0,0,1,13,0,0,3,1
1,1,1,1,0,0,1,0,1,53,10,21,377,378,0,0,1,5,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,51,0,0,0,0
1,1,1,0,0,0,0,0,1,77,14,26,202,205,0,0,1,9,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,27,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,15,0,0,0,0
1,1,0,0,0,0,0,0,0,18,7,2,60,38,0,0,1,16,0,0,1,1
1,0,1,0,0,0,0,0,1,10,2,5,90,7,0,0,1,10,0,0,0,1
1,1,1,1,0,0,1,0,1,44,1,4,54,78,0,0,1,19,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,1,1,1,0,1,53,7,34,234,38,0,0,1,11,0,0,21,1
1,1,1,0,1,1,1,0,1,32,7,21,241,48,0,0,1,10,0,0,19,1
1,1,1,1,0,0,1,0,1,7,6,8,22,19,0,0,1,12,0,0,3,1
1,1,0,0,0,0,1,0,1,17,2,14,76,11,0,0,1,12,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,1,0,0,0,0,1,39,2,6,62,32,0,0,1,18,0,0,2,1
0,1,1,1,0,0,0,0,1,37,7,25,64,57,0,0,1,11,0,0,6,1
1,0,0,0,0,0,0,0,1,0,1,7,6,12,0,0,1,4,0,0,0,1
1,0,0,0,0,0,1,0,1,10,9,18,30,33,0,0,1,16,0,0,0,1
1,1,1,1,0,0,1,0,1,80,15,62,130,101,0,0,1,12,0,0,0,1
1,1,1,1,0,1,1,0,1,30,4,14,82,24,0,0,1,12,0,0,0,1
0,1,1,0,0,0,1,0,1,1,4,8,1,8,1,0,1,34,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,0,0,1,0,1,27,21,35,58,57,0,0,1,16,0,0,2,1
1,1,0,0,0,0,0,0,0,18,0,2,2,8,0,0,1,14,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,1,1,0,0,15,6,4,0,10,0,0,1,6,0,0,8,1
1,0,1,1,0,0,0,0,0,25,10,20,95,96,0,1,1,8,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29,0,0,0,0
1,1,1,0,0,0,1,0,0,5,2,12,35,7,0,0,1,13,0,0,0,1
1,1,0,1,0,0,0,0,1,21,16,26,47,55,0,0,1,10,0,0,0,1
1,1,0,0,0,0,0,0,0,6,4,2,4,5,0,0,1,7,0,0,0,1
0,1,1,1,0,1,1,0,1,11,21,98,55,59,0,0,1,18,0,0,1,1
0,0,1,1,0,0,0,0,1,31,16,20,80,76,0,0,1,14,0,0,0,1
1,1,1,0,0,0,0,0,1,8,7,11,21,8,0,0,1,12,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
1,0,1,1,0,0,0,0,0,14,1,1,13,16,0,0,1,4,0,0,0,1
1,0,0,1,0,0,0,0,0,18,9,15,164,169,0,0,1,17,0,0,0,1
1,0,1,1,1,0,1,0,1,1,11,13,24,5,0,0,1,9,0,0,0,1
1,1,1,1,0,0,0,0,1,9,7,10,115,21,0,0,1,5,0,0,1,1
1,1,1,1,0,0,0,0,1,6,14,25,60,77,0,0,1,15,0,0,5,1
1,0,0,0,0,0,0,0,1,2,11,0,14,2,0,0,1,9,0,0,0,1
0,1,1,1,0,0,0,0,1,16,2,2,162,12,0,0,1,13,0,0,1,1
1,1,1,1,0,0,0,0,1,39,39,58,180,116,0,0,1,8,0,0,5,1
0,1,1,0,0,1,0,0,1,38,7,13,53,30,0,0,1,3,0,0,0,1
1,1,1,1,0,0,1,0,0,25,3,15,60,14,0,0,1,15,0,0,3,1
1,1,0,0,0,0,0,0,1,8,10,18,23,11,0,0,1,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,25,0,0,0,0
1,1,1,0,0,0,0,0,1,27,14,24,140,149,0,0,1,16,0,0,0,1
1,0,0,0,0,0,1,0,0,5,1,3,18,1,0,0,1,9,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,9,5,6,32,17,0,0,1,4,0,0,0,1
0,1,0,0,0,0,0,0,1,1,7,16,3,14,0,0,1,11,0,0,1,1
1,1,0,0,0,0,0,0,1,8,0,4,24,98,0,0,1,10,0,0,1,1
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,17,0,0,0,0
0,1,1,1,0,0,0,0,1,18,18,22,259,280,0,0,1,4,0,0,2,1
0,1,1,1,0,0,0,0,1,2,30,36,105,53,0,0,1,5,0,0,0,1
1,0,1,1,0,1,0,0,1,23,8,15,104,106,0,0,1,22,0,0,0,1
0,1,1,1,1,0,1,0,1,9,39,30,117,116,0,0,1,4,0,0,0,1
0,1,1,1,0,0,0,0,0,41,1,4,381,25,0,0,1,13,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,0,0,0,0
0,1,1,0,0,0,0,0,0,48,3,5,2,68,0,0,1,12,0,0,0,1
1,0,0,1,0,0,1,0,1,0,9,20,89,11,0,0,1,12,0,0,0,1
0,1,1,0,1,0,0,0,1,44,15,23,123,171,0,0,1,14,0,0,1,1
1,1,1,1,1,1,1,0,1,89,9,65,339,113,0,0,1,17,0,0,5,1
1,1,0,1,0,0,1,0,0,0,46,22,73,48,0,0,1,10,0,0,13,1
0,1,0,1,0,0,1,0,1,4,1,1294,2,2,0,0,1,11,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
1,1,0,1,0,0,1,0,1,77,8,16,150,163,0,0,1,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,1,1,1,1,0,1,92,62,32,211,30,0,0,1,10,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
0,0,0,1,0,0,0,1,1,0,1,3,0,2,0,0,1,16,0,0,0,0
0,1,1,1,0,0,1,0,1,29,19,33,89,114,0,0,1,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,1,1,1,1,2411,5,18,33,44,0,1,1,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,1,0,1,1,0,0,24,10,6,30,15,0,0,1,9,0,0,0,1
1,1,0,0,1,0,0,0,1,23,8,31,59,163,0,0,1,4,0,0,2,1
0,1,0,0,0,0,0,0,0,13,1,3,134,15,0,0,1,29,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,1,20,6,17,33,8,0,0,1,11,0,0,2,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,0,1,0,1,20,8,19,627,59,0,0,1,9,0,0,4,1
1,1,1,1,0,0,0,0,1,44,2,47,109,120,0,0,1,8,0,0,1,1
1,0,0,0,0,0,0,0,0,15,4,8,97,97,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,1,1,3,2,3,13,0,0,1,33,0,0,0,0
1,0,1,1,0,0,0,0,1,11,4,8,26,8,0,0,1,6,0,0,0,1
0,1,0,0,0,0,0,0,0,0,3,10,45,163,0,0,1,16,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,0,1,42,18,14,67,20,0,0,1,6,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,0,1,0,0,1,19,9,15,159,163,0,0,1,3,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
1,1,0,0,0,1,0,0,1,13,18,36,130,143,0,0,1,14,0,0,2,1
1,0,1,0,0,0,0,0,1,5,3,4,11,11,0,0,1,9,0,0,0,0
1,0,1,0,0,1,0,0,1,35,9,5,81,71,0,0,1,10,0,0,0,1
1,1,1,1,0,0,0,0,1,64,28,34,140,216,0,0,1,8,0,0,1,1
1,1,1,1,0,0,1,0,1,37,17,33,82,87,0,0,1,6,0,0,3,1
1,1,0,1,0,0,0,0,1,14,4,25,2,6,0,0,1,10,0,0,2,1
1,0,1,0,0,0,0,0,1,39,9,15,223,30,0,0,1,15,0,0,0,1
1,1,1,1,0,0,1,0,1,24,7,10,121,31,0,0,1,7,0,0,1,1
1,0,1,1,0,0,0,0,1,1,11,23,64,5,0,0,1,5,0,0,1,1
1,0,1,1,1,1,1,0,1,22,7,9,191,195,0,0,1,11,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,19,0,0,0,0
1,1,1,1,0,0,0,0,1,22,2,12,84,36,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,1,11,2,4,12,8,0,0,1,12,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,23,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,1,1,0,0,0,0,10,4,5,0,0,1,1,1,46,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,0,1,0,1,47,49,61,185,187,0,0,1,13,0,0,1,1
1,1,1,1,0,0,0,0,1,128,16,11,507,400,0,0,1,9,0,0,2,1
0,1,1,1,0,0,1,0,1,10,14,17,34,81,0,0,1,17,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,1,0,0
1,0,1,1,1,1,1,0,1,44,56,33,94,46,0,0,1,17,0,0,19,1
1,1,0,0,0,0,0,0,1,54,3,9,201,71,0,0,1,8,0,0,2,1
0,1,1,1,0,0,0,0,1,17,4,12,95,118,0,0,1,7,0,0,15,1
1,0,0,0,0,1,1,0,1,23,12,17,45,53,0,0,1,11,0,0,0,1
1,1,0,0,0,0,0,0,1,0,3,6,35,18,0,0,1,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1,1,1,1,0,0,1,0,1,38,20,28,129,38,0,0,1,8,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,0,0,0,1,60,10,25,185,195,0,0,1,12,0,0,0,1
1,1,1,1,1,0,1,0,1,234,52,64,213,231,0,0,1,23,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
1,1,0,1,0,1,0,0,1,240,34,14,1139,207,0,0,1,14,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,0,0,0,0,0,1,32,15,17,39,61,0,0,1,6,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,32,3,23,82,22,0,0,1,19,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
1,1,1,1,1,1,1,0,1,86,7,29,129,23,0,0,1,19,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,91,5,15,197,167,0,0,1,9,0,0,5,1
1,1,1,1,1,1,1,0,1,190,83,29,184,32,0,0,1,11,0,0,19,1
0,1,1,0,0,0,0,0,1,25,10,15,93,97,0,0,1,10,0,0,1,1
1,1,1,1,0,0,0,0,1,18,3,4,87,80,0,0,1,5,0,0,1,1
1,0,1,1,0,1,0,0,1,223,37,14,329,259,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0
0,0,1,1,0,1,1,0,0,95,1,1,144,119,0,0,1,9,0,0,0,1
1,1,1,1,0,0,1,0,1,12,3,10,8,20,0,0,1,12,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0
1,0,1,1,1,0,0,0,1,0,1,5,3,1,0,0,1,16,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,25,0,0,0,0
1,1,0,0,0,0,0,0,1,9,5,20,76,93,0,0,1,12,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
